timestamp,bid
1514872909.51,1.25384
1514872909.747,1.25381
1514872909.997,1.25382
1514872910.497,1.2538
1514872911.497,1.2538
1514872911.747,1.25378
1514872911.997,1.25371
1514872912.247,1.25375
1514872913.247,1.25369
1514872913.497,1.25367
1514872913.747,1.25365
1514872913.997,1.25362
1514872915.997,1.25375
1514872916.247,1.25375
1514872916.497,1.25376
1514872917.247,1.25376
1514872917.497,1.25373
1514872917.997,1.25375
1514872918.997,1.25372
1514872919.997,1.2537
1514872920.26,1.25372
1514872920.497,1.25373
1514872921.747,1.25373
1514872927.247,1.25374
1514872927.497,1.25368
1514872927.747,1.25368
1514872929.497,1.25368
1514872930.747,1.25368
1514872931.997,1.25366
1514872932.997,1.25367
1514872943.497,1.25365
1514872943.747,1.25367
1514872952.247,1.25368
1514872953.997,1.25367
1514872956.247,1.25368
1514872961.497,1.25368
1514872964.497,1.25369
1514872964.747,1.25371
1514872965.997,1.25372
1514872966.247,1.25371
1514872966.497,1.25372
1514872971.247,1.25372
1514872971.497,1.25374
1514872971.747,1.25375
1514872971.997,1.25378
1514872972.247,1.25374
1514872973.247,1.25376
1514872976.497,1.25376
1514872976.997,1.25375
1514872978.747,1.25372
1514872978.997,1.25372
1514872984.01,1.25371
1514872998.247,1.2537
1514873000.497,1.25369
1514873000.747,1.25373
1514873000.997,1.25376
1514873001.497,1.25376
1514873001.997,1.25376
1514873005.997,1.25375
1514873014.247,1.25373
1514873014.497,1.25375
1514873014.747,1.25375
1514873017.247,1.25375
1514873018.747,1.25372
1514873018.997,1.25376
1514873021.747,1.25376
1514873021.997,1.25385
1514873022.497,1.25385
1514873022.747,1.25386
1514873026.497,1.25386
1514873026.747,1.25384
1514873026.997,1.25381
1514873027.247,1.25377
1514873027.497,1.25381
1514873027.76,1.25379
1514873027.997,1.25382
1514873040.997,1.25381
1514873041.247,1.25381
1514873041.747,1.25383
1514873041.997,1.25382
1514873043.997,1.25382
1514873051.247,1.25382
1514873064.997,1.25382
1514873065.247,1.25387
1514873065.497,1.25387
1514873065.997,1.25388
1514873067.497,1.25385
1514873067.747,1.25388
1514873076.247,1.25389
1514873076.497,1.25388
1514873083.997,1.2539
1514873084.247,1.25393
1514873084.497,1.25395
1514873085.247,1.25394
1514873085.497,1.25395
1514873085.747,1.25393
1514873086.247,1.25392
1514873090.247,1.25393
1514873090.497,1.25392
1514873093.247,1.25392
1514873095.747,1.25392
1514873096.747,1.25392
1514873100.247,1.25393
1514873100.997,1.25395
1514873101.247,1.25394
1514873103.01,1.25396
1514873103.247,1.254
1514873103.497,1.254
1514873103.747,1.254
1514873106.997,1.254
1514873107.247,1.25402
1514873110.26,1.254
1514873116.497,1.254
1514873121.497,1.254
1514873121.747,1.25401
1514873123.497,1.25398
1514873123.747,1.25402
1514873124.747,1.25399
1514873124.997,1.254
1514873125.247,1.25401
1514873125.497,1.25399
1514873125.747,1.25398
1514873126.997,1.25398
1514873127.997,1.25397
1514873128.247,1.25398
1514873128.747,1.25397
1514873135.997,1.25398
1514873142.747,1.25397
1514873142.997,1.25395
1514873144.26,1.25397
1514873145.497,1.254
1514873152.497,1.254
1514873154.747,1.254
1514873160.997,1.25397
1514873161.247,1.25401
1514873161.497,1.25401
1514873161.997,1.25403
1514873162.247,1.25402
1514873173.997,1.25403
1514873176.247,1.25402
1514873176.497,1.25401
1514873176.997,1.25399
1514873177.247,1.25397
1514873177.997,1.25399
1514873178.247,1.254
1514873180.743,1.25401
1514873180.993,1.25401
1514873182.243,1.254
1514873185.493,1.25402
1514873185.743,1.25401
1514873185.993,1.25394
1514873188.743,1.25394
1514873189.743,1.25394
1514873190.243,1.25396
1514873192.743,1.25389
1514873192.993,1.25379
1514873193.243,1.25377
1514873193.493,1.25378
1514873194.743,1.25378
1514873194.993,1.25378
1514873196.743,1.25378
1514873200.243,1.25378
1514873202.993,1.2538
1514873203.493,1.25382
1514873203.743,1.25384
1514873203.993,1.25381
1514873204.243,1.25383
1514873204.743,1.25383
1514873205.493,1.25382
1514873205.993,1.25381
1514873207.993,1.25379
1514873208.243,1.25378
1514873211.493,1.25377
1514873211.743,1.25373
1514873211.993,1.25372
1514873215.243,1.2537
1514873216.493,1.25372
1514873221.493,1.25371
1514873230.493,1.25371
1514873233.243,1.25372
1514873233.493,1.25372
1514873233.743,1.25375
1514873251.993,1.25374
1514873258.493,1.25376
1514873258.743,1.25377
1514873258.993,1.25378
1514873259.243,1.2538
1514873260.993,1.25378
1514873261.243,1.25376
1514873262.243,1.25376
1514873263.243,1.25382
1514873263.493,1.25384
1514873263.743,1.25384
1514873263.993,1.25385
1514873265.993,1.25385
1514873266.243,1.25382
1514873268.493,1.2538
1514873268.743,1.25379
1514873268.993,1.25382
1514873269.243,1.25379
1514873272.493,1.25377
1514873272.743,1.2538
1514873273.493,1.25378
1514873273.743,1.25385
1514873280.993,1.25386
1514873281.243,1.25386
1514873281.493,1.2539
1514873281.743,1.25389
1514873281.993,1.25391
1514873282.743,1.25391
1514873283.743,1.25391
1514873287.493,1.25391
1514873287.743,1.25391
1514873306.493,1.2539
1514873306.76,1.2539
1514873306.993,1.25388
1514873307.993,1.25386
1514873308.243,1.2539
1514873308.493,1.2539
1514873316.743,1.2539
1514873319.26,1.2539
1514873319.51,1.2539
1514873320.243,1.2539
1514873338.993,1.25387
1514873339.26,1.25388
1514873342.493,1.25387
1514873344.243,1.25385
1514873344.493,1.25388
1514873345.743,1.25385
1514873345.993,1.25387
1514873346.243,1.25385
1514873346.493,1.25386
1514873357.993,1.25388
1514873358.243,1.25388
1514873358.493,1.25388
1514873358.743,1.25386
1514873358.993,1.25387
1514873359.993,1.25387
1514873363.493,1.25386
1514873370.993,1.25386
1514873371.243,1.25386
1514873379.743,1.25386
1514873384.743,1.25385
1514873388.243,1.25383
1514873388.493,1.25391
1514873388.743,1.25393
1514873391.243,1.25391
1514873393.493,1.25391
1514873395.243,1.2539
1514873395.493,1.25389
1514873405.493,1.25389
1514873405.993,1.25389
1514873407.993,1.25389
1514873410.993,1.25389
1514873411.243,1.25388
1514873411.493,1.25388
1514873412.993,1.25387
1514873413.243,1.25384
1514873413.493,1.25384
1514873413.743,1.25384
1514873416.993,1.25386
1514873417.243,1.25384
1514873421.493,1.25384
1514873426.493,1.25385
1514873427.493,1.25385
1514873427.743,1.25384
1514873427.993,1.25381
1514873428.743,1.25383
1514873428.993,1.25387
1514873429.243,1.25389
1514873434.743,1.25387
1514873434.993,1.25384
1514873435.243,1.25384
1514873438.243,1.25384
1514873438.493,1.25384
1514873440.993,1.25384
1514873441.243,1.25384
1514873443.993,1.25386
1514873444.243,1.25388
1514873444.493,1.25385
1514873449.493,1.25386
1514873449.743,1.25386
1514873453.993,1.25386
1514873454.993,1.25386
1514873455.243,1.25386
1514873461.493,1.25386
1514873465.743,1.25386
1514873467.993,1.25386
1514873473.993,1.25385
1514873476.993,1.25385
1514873482.493,1.25385
1514873482.743,1.25385
1514873483.243,1.25385
1514873485.993,1.25381
1514873486.243,1.25385
1514873501.493,1.25385
1514873501.993,1.25385
1514873506.743,1.25387
1514873506.993,1.2539
1514873508.493,1.25391
1514873508.743,1.25392
1514873508.993,1.25392
1514873526.243,1.25388
1514873526.493,1.25393
1514873526.993,1.25391
1514873527.493,1.25391
1514873528.243,1.25393
1514873528.493,1.2539
1514873531.743,1.25389
1514873536.993,1.25387
1514873537.243,1.25388
1514873537.493,1.25391
1514873537.743,1.25388
1514873537.993,1.25387
1514873541.493,1.25387
1514873541.743,1.25385
1514873542.493,1.25385
1514873542.743,1.25391
1514873546.243,1.2539
1514873546.493,1.25388
1514873551.493,1.2539
1514873556.493,1.25391
1514873556.757,1.25395
1514873560.007,1.25392
1514873560.257,1.25389
1514873568.507,1.2539
1514873568.757,1.25393
1514873568.993,1.254
1514873569.243,1.25401
1514873570.243,1.25398
1514873570.743,1.25398
1514873571.493,1.254
1514873572.493,1.25397
1514873573.493,1.25395
1514873575.993,1.25397
1514873582.743,1.25397
1514873583.007,1.25399
1514873583.507,1.25401
1514873583.757,1.25404
1514873583.993,1.25406
1514873585.993,1.25408
1514873586.243,1.25407
1514873586.993,1.25404
1514873591.243,1.25403
1514873591.493,1.25404
1514873592.993,1.25403
1514873593.243,1.25401
1514873597.493,1.25399
1514873597.743,1.25402
1514873598.993,1.254
1514873599.243,1.25402
1514873600.493,1.25403
1514873608.257,1.25408
1514873615.993,1.25407
1514873616.257,1.25409
1514873617.243,1.25408
1514873617.493,1.25403
1514873617.743,1.25405
1514873617.993,1.25404
1514873618.493,1.25404
1514873618.743,1.25405
1514873620.243,1.25406
1514873620.993,1.25404
1514873621.493,1.25404
1514873621.743,1.25403
1514873626.243,1.25401
1514873626.493,1.25401
1514873627.493,1.25398
1514873627.993,1.25397
1514873637.243,1.25397
1514873637.493,1.25392
1514873637.757,1.25389
1514873637.993,1.25386
1514873639.743,1.25385
1514873640.243,1.25386
1514873640.743,1.25389
1514873640.993,1.25389
1514873642.243,1.25387
1514873642.493,1.25388
1514873646.507,1.25386
1514873646.757,1.25383
1514873646.993,1.25379
1514873651.743,1.25379
1514873653.743,1.2538
1514873661.243,1.2538
1514873662.757,1.25382
1514873663.057,1.25388
1514873669.993,1.25386
1514873670.243,1.25385
1514873672.993,1.25387
1514873675.243,1.25385
1514873677.993,1.25385
1514873679.993,1.25385
1514873680.243,1.25384
1514873698.993,1.25386
1514873700.243,1.25387
1514873701.243,1.25385
1514873703.493,1.25382
1514873703.743,1.25381
1514873704.493,1.25381
1514873704.743,1.25381
1514873737.493,1.25381
1514873738.243,1.25381
1514873740.743,1.25383
1514873740.993,1.25383
1514873741.493,1.25383
1514873742.243,1.25381
1514873743.243,1.2538
1514873746.243,1.25387
1514873746.493,1.25395
1514873748.243,1.25395
1514873748.993,1.25393
1514873749.493,1.25392
1514873749.743,1.25393
1514873749.993,1.25391
1514873750.243,1.25392
1514873750.993,1.25393
1514873751.257,1.25395
1514873751.493,1.25394
1514873754.493,1.25403
1514873754.743,1.25406
1514873755.243,1.25403
1514873759.493,1.25408
1514873759.743,1.25412
1514873760.007,1.25411
1514873760.29,1.25411
1514873760.493,1.25409
1514873760.743,1.2541
1514873761.493,1.2541
1514873762.493,1.25412
1514873763.993,1.2541
1514873765.243,1.25409
1514873767.243,1.25411
1514873770.743,1.25411
1514873771.993,1.2541
1514873772.493,1.25411
1514873773.243,1.2541
1514873773.993,1.25411
1514873774.993,1.25413
1514873775.493,1.2541
1514873778.743,1.25413
1514873778.993,1.25415
1514873789.243,1.25414
1514873791.493,1.2541
1514873794.243,1.25413
1514873797.743,1.25411
1514873798.743,1.25414
1514873798.993,1.25416
1514873799.743,1.25419
1514873799.993,1.25417
1514873804.243,1.25421
1514873804.493,1.25419
1514873804.743,1.25419
1514873804.993,1.25415
1514873805.243,1.25414
1514873805.493,1.25414
1514873806.993,1.25415
1514873808.507,1.25415
1514873808.993,1.25416
1514873810.493,1.25416
1514873815.757,1.25414
1514873816.007,1.25408
1514873816.743,1.25416
1514873816.993,1.25416
1514873818.743,1.25412
1514873818.993,1.25415
1514873820.493,1.25411
1514873820.993,1.2541
1514873830.243,1.25411
1514873831.743,1.25411
1514873832.493,1.2541
1514873837.493,1.25411
1514873837.743,1.25408
1514873837.993,1.2541
1514873840.243,1.25408
1514873844.743,1.25408
1514873854.243,1.25408
1514873856.743,1.25407
1514873858.243,1.25408
1514873862.243,1.25411
1514873862.743,1.25412
1514873862.993,1.25413
1514873877.243,1.25413
1514873880.993,1.25411
1514873881.243,1.25412
1514873885.743,1.2541
1514873891.993,1.25408
1514873892.243,1.2541
1514873893.493,1.25413
1514873893.743,1.25415
1514873894.493,1.25415
1514873894.743,1.25414
1514873894.993,1.25411
1514873895.243,1.25414
1514873895.493,1.25411
1514873903.993,1.25413
1514873904.243,1.25414
1514873905.493,1.25413
1514873905.743,1.25413
1514873908.493,1.25418
1514873908.743,1.25413
1514873910.493,1.25412
1514873910.743,1.25412
1514873912.743,1.25412
1514873922.243,1.25416
1514873922.493,1.25412
1514873922.743,1.25412
1514873922.993,1.25411
1514873923.243,1.25412
1514873924.243,1.25413
1514873924.743,1.25414
1514873924.993,1.25418
1514873925.243,1.25423
1514873925.743,1.25419
1514873925.993,1.25421
1514873926.243,1.25419
1514873926.493,1.25417
1514873926.743,1.25418
1514873927.993,1.25417
1514873929.493,1.25416
1514873929.743,1.25416
1514873931.257,1.25415
1514873931.493,1.25416
1514873932.243,1.25416
1514873932.993,1.25414
1514873933.243,1.25416
1514873934.993,1.25414
1514873935.993,1.25412
1514873936.243,1.25414
1514873936.493,1.2541
1514873937.493,1.25409
1514873937.743,1.25401
1514873937.993,1.25402
1514873938.507,1.254
1514873938.743,1.25401
1514873938.993,1.25402
1514873939.493,1.254
1514873940.743,1.25399
1514873940.993,1.254
1514873941.493,1.25401
1514873941.743,1.254
1514873941.993,1.25399
1514873942.493,1.25399
1514873945.493,1.25398
1514873945.743,1.25399
1514873945.993,1.25398
1514873946.243,1.25395
1514873946.493,1.25395
1514873946.993,1.25386
1514873947.243,1.25388
1514873947.743,1.25386
1514873947.993,1.25385
1514873948.243,1.25385
1514873948.493,1.25384
1514873948.743,1.25381
1514873948.993,1.25381
1514873949.493,1.2538
1514873949.743,1.25379
1514873950.243,1.2538
1514873951.743,1.25381
1514873951.993,1.25382
1514873952.243,1.25381
1514873953.243,1.2538
1514873954.243,1.25379
1514873954.493,1.25381
1514873955.493,1.25381
1514873955.743,1.25374
1514873955.993,1.25379
1514873956.243,1.2538
1514873956.493,1.25381
1514873956.743,1.25381
1514873957.743,1.2538
1514873958.243,1.2538
1514873958.743,1.25381
1514873958.993,1.25381
1514873961.493,1.25382
1514873961.743,1.25384
1514873962.993,1.25381
1514873966.243,1.25381
1514873969.743,1.25381
1514873973.243,1.2538
1514873973.493,1.25383
1514873975.243,1.25381
1514873975.493,1.25379
1514873975.743,1.25382
1514873976.743,1.2538
1514873976.993,1.25382
1514873978.493,1.25382
1514873980.743,1.25384
1514873981.493,1.25384
1514873981.743,1.25382
1514873981.993,1.25385
1514873982.243,1.25382
1514873983.243,1.25384
1514873984.007,1.25386
1514873984.243,1.25384
1514873984.493,1.25387
1514873984.743,1.25386
1514873988.243,1.25384
1514873988.493,1.25389
1514873988.743,1.25388
1514873988.993,1.25389
1514873989.243,1.25389
1514873989.493,1.25383
1514873989.743,1.25388
1514873989.993,1.25386
1514873990.243,1.25387
1514873991.993,1.25385
1514873992.493,1.25388
1514873992.993,1.25384
1514873993.243,1.25387
1514873993.493,1.25388
1514873993.993,1.25386
1514873994.243,1.25388
1514873994.493,1.25387
1514873994.993,1.25386
1514873995.243,1.25384
1514873995.493,1.25386
1514873995.993,1.25388
1514873996.243,1.25384
1514873996.743,1.25385
1514873997.243,1.25388
1514873997.493,1.25385
1514873997.743,1.25387
1514873998.243,1.25388
1514873998.493,1.25385
1514873998.743,1.25388
1514873999.743,1.25388
1514874000.493,1.25386
1514874000.743,1.25386
1514874000.993,1.25382
1514874001.493,1.25384
1514874001.743,1.25387
1514874001.993,1.25384
1514874002.493,1.25387
1514874002.743,1.25383
1514874002.993,1.25385
1514874003.493,1.25385
1514874003.993,1.25387
1514874004.993,1.25387
1514874005.243,1.25387
1514874012.243,1.25386
1514874025.243,1.25386
1514874025.493,1.25388
1514874025.743,1.25384
1514874026.243,1.25384
1514874026.493,1.25382
1514874026.743,1.25385
1514874027.493,1.25381
1514874027.743,1.25384
1514874027.993,1.25385
