x,high,low
0.0001,0.171405980344719,0
0.0002,0.171405980344719,0
0.0003,0.171405980344719,0
0.0004,0.171405980344719,0
0.0005,0.171405980344719,0
0.0006,0.171405980344719,0
0.0007,0.171405980344719,0
0.0008,0.171405980344719,0
0.0009,0.171405980344719,0
0.001,0.171405980344719,0
0.0011,0.171405980344719,0
0.0012,0.171405980344719,0
0.0013,0.171405980344719,0
0.0014,0.171405980344719,0
0.0015,0.171405980344719,0
0.0016,0.171405980344719,0
0.0017,0.171405980344719,0
0.0018,0.171405980344719,0
0.0019,0.171405980344719,0
0.002,0.171405980344719,0
0.0021,0.171405980344719,0
0.0022,0.171405980344719,0
0.0023,0.171405980344719,0
0.0024,0.171405980344719,0
0.0025,0.171405980344719,0
0.0026,0.171405980344719,0
0.0027,0.171405980344719,0
0.0028,0.171405980344719,0
0.0029,0.171405980344719,0
0.003,0.171405980344719,0
0.0031,0.171405980344719,0
0.0032,0.171405980344719,0
0.0033,0.171405980344719,0
0.0034,0.171405980344719,0
0.0035,0.171405980344719,0
0.0036,0.171405980344719,0
0.0037,0.171405980344719,0
0.0038,0.171405980344719,0
0.0039,0.171405980344719,0
0.004,0.171405980344719,0
0.0041,0.171405980344719,0
0.0042,0.171405980344719,0
0.0043,0.171405980344719,0
0.0044,0.171405980344719,0
0.0045,0.171405980344719,0
0.0046,0.171405980344719,0
0.0047,0.171405980344719,0
0.0048,0.171405980344719,0
0.0049,0.171405980344719,0
0.005,0.171405980344719,0
0.0051,0.171405980344719,0
0.0052,0.171405980344719,0
0.0053,0.171405980344719,0
0.0054,0.171405980344719,0
0.0055,0.171405980344719,0
0.0056,0.171405980344719,0
0.0057,0.171405980344719,0
0.0058,0.171405980344719,0
0.0059,0.171405980344719,0
0.006,0.171405980344719,0
0.0061,0.171405980344719,0
0.0062,0.171405980344719,0
0.0063,0.171405980344719,0
0.0064,0.171405980344719,0
0.0065,0.171405980344719,0
0.0066,0.171405980344719,0
0.0067,0.171405980344719,0
0.0068,0.171405980344719,0
0.00690000000000001,0.171405980344719,0
0.00700000000000001,0.171405980344719,0
0.00710000000000001,0.171405980344719,0
0.00720000000000001,0.171405980344719,0
0.00730000000000001,0.171405980344719,0
0.00740000000000001,0.171405980344719,0
0.00750000000000001,0.171405980344719,0
0.00760000000000001,0.171405980344719,0
0.00770000000000001,0.171405980344719,0
0.00780000000000001,0.171405980344719,0
0.00790000000000001,0.171405980344719,0
0.00800000000000001,0.171405980344719,0
0.00810000000000001,0.171405980344719,0
0.00820000000000001,0.171405980344719,0
0.00830000000000001,0.171405980344719,0
0.0084,0.171405980344719,0
0.0085,0.171405980344719,0
0.0086,0.171405980344719,0
0.0087,0.171405980344719,0
0.0088,0.171405980344719,0
0.0089,0.171405980344719,0
0.009,0.171405980344719,0
0.0091,0.171405980344719,0
0.0092,0.171405980344719,0
0.0093,0.171405980344719,0
0.0094,0.171405980344719,0
0.0095,0.171405980344719,0
0.0096,0.171405980344719,0
0.0097,0.171405980344719,0
0.0098,0.171405980344719,0
0.0099,0.171405980344719,0
0.01,0.171405980344719,0
0.0101,0.171405980344719,0
0.0102,0.171405980344719,0
0.0103,0.171405980344719,0
0.0104,0.171405980344719,0
0.0105,0.171405980344719,0
0.0106,0.171405980344719,0
0.0107,0.171405980344719,0
0.0108,0.171405980344719,0
0.0109,0.171405980344719,0
0.011,0.171405980344719,0
0.0111,0.171405980344719,0
0.0112,0.171405980344719,0
0.0113,0.171405980344719,0
0.0114,0.171405980344719,0
0.0115,0.171405980344719,0
0.0116,0.171405980344719,0
0.0117,0.171405980344719,0
0.0118,0.171405980344719,0
0.0119,0.171405980344719,0
0.012,0.171405980344719,0
0.0121,0.171405980344719,0
0.0122,0.171405980344719,0
0.0123,0.171405980344719,0
0.0124,0.171405980344719,0
0.0125,0.171405980344719,0
0.0126,0.171405980344719,0
0.0127,0.171405980344719,0
0.0128,0.171405980344719,0
0.0129,0.171405980344719,0
0.013,0.171405980344719,0
0.0131,0.171405980344719,0
0.0132,0.171405980344719,0
0.0133,0.171405980344719,0
0.0134,0.171405980344719,0
0.0135,0.171405980344719,0
0.0136,0.171405980344719,0
0.0137,0.171405980344719,0
0.0138,0.171405980344719,0
0.0139,0.171405980344719,0
0.014,0.171405980344719,0
0.0141,0.171405980344719,0
0.0142,0.171405980344719,0
0.0143,0.171405980344719,0
0.0144,0.171405980344719,0
0.0145,0.171405980344719,0
0.0146,0.171405980344719,0
0.0147,0.171405980344719,0
0.0148,0.171405980344719,0
0.0149,0.171405980344719,0
0.015,0.171405980344719,0
0.0151,0.171405980344719,0
0.0152,0.171405980344719,0
0.0153,0.171405980344719,0
0.0154,0.171405980344719,0
0.0155,0.171405980344719,0
0.0156,0.171405980344719,0
0.0157,0.171405980344719,0
0.0158,0.171405980344719,0
0.0159,0.171405980344719,0
0.016,0.171405980344719,0
0.0161,0.171405980344719,0
0.0162,0.171405980344719,0
0.0163,0.171405980344719,0
0.0164,0.171405980344719,0
0.0165,0.171405980344719,0
0.0166,0.171405980344719,0
0.0167,0.171405980344719,0
0.0168,0.171405980344719,0
0.0169,0.171405980344719,0
0.017,0.171405980344719,0
